BuyerID,Mileage,AVGSalePrice,MMR,LIGHTG,LIGHTY,LIGHTR,PSI,Arbitrated,Salvage,OVE,Simulcast,InLane,PSIEligible,Autocheck_score,ConditionReport,DSEligible,Returned,CarAge,NumDistSeller,NumVisit,AVGPriceBuyerMonth,NumDaysBWBuys,NumPurchaseBuyer_Z,NumPurchaseBuyer_P3,NumPurchaseBuyer_SPQ,NumPurchaseBuyer_LOCAL,NumPurchaseBuyer_GAM,NumPurchaseBuyer_SQRT,NumPurchaseBuyer_SQ,NumPurchaseBuyer_LOG,DayOfWeekFriday,DayOfWeekMonday,DayOfWeekSaturday,DayOfWeekSunday,DayOfWeekThursday,DayOfWeekTuesday,DayOfWeekWednesday,SellingLocationAAA,SellingLocationAAAI,SellingLocationAAAW,SellingLocationALBA,SellingLocationALOH,SellingLocationAREN,SellingLocationAYCA,SellingLocationBAA,SellingLocationBCAA,SellingLocationBIGH,SellingLocationBWAE,SellingLocationCAAI,SellingLocationCADE,SellingLocationCINA,SellingLocationDAA,SellingLocationDAAE,SellingLocationDADE,SellingLocationDALA,SellingLocationDETA,SellingLocationDFWA,SellingLocationFAA,SellingLocationFAAO,SellingLocationFADA,SellingLocationGCAA,SellingLocationGOAA,SellingLocationHAA,SellingLocationHATA,SellingLocationINDY,SellingLocationJAX,SellingLocationKCAA,SellingLocationKEYA,SellingLocationLAA,SellingLocationLMAA,SellingLocationLOUA,SellingLocationMAA,SellingLocationMAAI,SellingLocationMISS,SellingLocationMMAA,SellingLocationNAA,SellingLocationNADE,SellingLocationNASH,SellingLocationNOAA,SellingLocationNSAA,SellingLocationNVAA,SellingLocationNWE,SellingLocationOAA,SellingLocationOMAA,SellingLocationPAA,SellingLocationPCAA,SellingLocationPXAA,SellingLocationRAA,SellingLocationRSAA,SellingLocationSAAA,SellingLocationSCAA,SellingLocationSDAA,SellingLocationSKYA,SellingLocationSLAA,SellingLocationSONB,SellingLocationSPAA,SellingLocationSSAA,SellingLocationSVAA,SellingLocationSWFL,SellingLocationTBAA,SellingLocationTCAA,SellingLocationTHAA,SellingLocationUAA,SellingLocationWPBA,CarMakeACURA,CarMakeAEROLITE,CarMakeAIRSTREAM,CarMakeALFA.ROMEO,CarMakeALJO,CarMakeALUMA,CarMakeAM.GENERAL,CarMakeAMERICAN.IRONHORSE,CarMakeAMERIMAX,CarMakeARCTIC.CAT,CarMakeASTON.MARTIN,CarMakeAUDI,CarMakeBAJA,CarMakeBASHAN,CarMakeBENTLEY,CarMakeBIG.DOG,CarMakeBITTER39,CarMakeBMW,CarMakeBUELL,CarMakeBUICK,CarMakeCADILLAC,CarMakeCAN.AM,CarMakeCARI.LITE,CarMakeCHEVROLET,CarMakeCHRYSLER,CarMakeCOACHMEN,CarMakeCOBRA,CarMakeCOUNTRY.COACH,CarMakeCROSSROA,CarMakeCRUISER,CarMakeCUSTOM,CarMakeDAEWOO,CarMakeDAMON,CarMakeDELOREAN,CarMakeDEMON,CarMakeDODGE,CarMakeDOLITTLE,CarMakeDUCATI,CarMakeDUTCHMEN,CarMakeDYNAMAX,CarMakeEAGLE,CarMakeECLIPSE,CarMakeEL.DORADO,CarMakeESSEX,CarMakeEXCEL,CarMakeFC.COMMER,CarMakeFERRARI,CarMakeFIAT,CarMakeFISKER,CarMakeFLEETWOOD,CarMakeFORD,CarMakeFORESTRIVER,CarMakeFOUR.WINDS,CarMakeFREEDOM,CarMakeFREIGHTLINER,CarMakeFURO,CarMakeGATOR,CarMakeGEMCAR,CarMakeGEO,CarMakeGEORGIE.BOY,CarMakeGMC,CarMakeGREAT.DANE,CarMakeGULFSTREAM,CarMakeHARLEY.DAVIDSON,CarMakeHAWK,CarMakeHEARTLAND,CarMakeHINMT,CarMakeHINO,CarMakeHOLIDAY.RAMBLER,CarMakeHONDA,CarMakeHUDSON,CarMakeHUMMER,CarMakeHYOSUNG,CarMakeHYUNDAI,CarMakeINFINITI,CarMakeINTERNATIONAL,CarMakeISUZU,CarMakeITACSA,CarMakeJAGUAR,CarMakeJAYCO,CarMakeJEEP,CarMakeJOHN.DEERE,CarMakeJOYNER,CarMakeKARAVAN,CarMakeKAUFMAN,CarMakeKAWASAKI,CarMakeKENWORTH,CarMakeKEYSTONE,CarMakeKIA,CarMakeKINGOFTHER,CarMakeKIT,CarMakeKWICK.LD,CarMakeKZ,CarMakeLAMAR,CarMakeLAMBORGHINI,CarMakeLAND.ROVER,CarMakeLEXUS,CarMakeLINCOLN,CarMakeLOTUS,CarMakeLUMBIA,CarMakeMASERATI,CarMakeMAYBACH,CarMakeMAZDA,CarMakeMCI,CarMakeMERCEDES.BENZ,CarMakeMERCURY,CarMakeMILLER.BUI,CarMakeMINI,CarMakeMITSUBISHI,CarMakeMONACO,CarMakeMONTEREY,CarMakeMULTI,CarMakeNEWHORIZON,CarMakeNISSAN,CarMakeNTERNAT,CarMakeNU.WAY,CarMakeNUVAN,CarMakeOLDSMOBILE,CarMakeOPEN.RANGE,CarMakeORANGEBLO,CarMakeOSHKOSH,CarMakeOT.HARLEY,CarMakeOYAL,CarMakePACE.AMERCIAN,CarMakePANOZ,CarMakePETERBILT,CarMakePGMFG,CarMakePINES,CarMakePIONEER,CarMakePLEASURE.WAY,CarMakePLYMOUTH,CarMakePOLARIS,CarMakePONTIAC,CarMakePORSCHE,CarMakePRESTIGE,CarMakeRAM,CarMakeRENEGADE,CarMakeRIVERSIDE,CarMakeROLLS.ROYCE,CarMakeROYAL.ENT,CarMakeSAAB,CarMakeSAFARI,CarMakeSATURN,CarMakeSCION,CarMakeSETRA,CarMakeSMART,CarMakeSPENCER.BOWMAN,CarMakeSTERLING,CarMakeSUBARU,CarMakeSUNNYBROOK,CarMakeSUZUKI,CarMakeTAO.TAO,CarMakeTERRY,CarMakeTHOR,CarMakeTIFFIN,CarMakeTITAN,CarMakeTOYOTA,CarMakeTRAILER,CarMakeTRAILMASTER,CarMakeTRANSHAUL,CarMakeTRAVEL.SUPREME,CarMakeUNITED.SPC,CarMakeUNKNOWN,CarMakeUTILITY.T,CarMakeVICTORY,CarMakeVIKING,CarMakeVOLKSWAGEN,CarMakeVOLVO,CarMakeWABASH.NATIONAL,CarMakeWINNEBAGO,CarMakeWORK.HORSE,CarMakeXKYMCO,CarMakeXMILES,CarMakeXSCOTER,CarMakeXWCCXX,CarMakeXZNEN,CarMakeYAMAHA,JDPowersCatCOMPACT.CAR,JDPowersCatEXCLUDED,JDPowersCatFULLSIZE.CAR,JDPowersCatLUXURY.CAR,JDPowersCatMIDSIZE.CAR,JDPowersCatPICKUP,JDPowersCatSPORTS.CAR,JDPowersCatSUV,JDPowersCatUNDEFINED,JDPowersCatVAN,Risky
18714,68663.63158,11185.08772,11337.2807,0.087719298,0.140350877,0.771929825,0.157894737,0.052631579,0.01754386,0.035087719,0.263157895,0,0.228070175,0.335267246,28.35087719,0.964912281,NA,7.561403509,57,57,11185.08772,-3.298245614,0.242953121,0.261882496,0.288573607,0.286360342,0.25597976,0.257050768,0.251708835,0.274900011,0.315789474,0,0,0,0.228070175,0.210526316,0.245614035,0.035087719,0,0,0,0.01754386,0,0,0,0,0.01754386,0.052631579,0,0.01754386,0,0.01754386,0,0,0,0.035087719,0,0.035087719,0,0,0,0.01754386,0,0,0,0,0,0,0,0.035087719,0,0.122807018,0.01754386,0,0,0.035087719,0.070175439,0.035087719,0,0,0.228070175,0,0.01754386,0.01754386,0,0,0,0.01754386,0,0.01754386,0.052631579,0,0.01754386,0.035087719,0,0,0,0.01754386,0,0,0,0,0,0.01754386,0.175438596,0,0,0,0,0,0,0,0,0,0,0.01754386,0,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070175439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0,0.01754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0.175438596,0,0,0,0,0,0,0,0,0,0,0.01754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035087719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122807018,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315789474,0,0,0.263157895,0.192982456,0.01754386,0.01754386,0.122807018,0,0.070175439,0
18746,121481.3148,2994.444444,3096.296296,0.055555556,0.037037037,0.907407407,0.018518519,0.148148148,0.055555556,0,0,0.37037037,0.074074074,1.225782413,28.59259259,0.925925926,NA,12.88888889,54,54,2994.444444,-0.648148148,0.243042271,0.262286486,0.291313624,0.287857091,0.256266984,0.25754941,0.251898541,0.276720182,0,0,0,0,0.092592593,0.907407407,0,0,0,0,0,0,0,0,0,0,0.907407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0.018518519,0,0,0.037037037,0,0,0.037037037,0.037037037,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074074074,0,0,0,0.092592593,0.055555556,0,0,0,0.018518519,0,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0.037037037,0,0,0,0,0.037037037,0,0,0,0,0,0.018518519,0,0,0,0,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148148148,0,0,0.185185185,0.222222222,0,0.111111111,0.277777778,0,0.055555556,1
18862,151064.9216,2754.901961,2375.980392,0.029411765,0.156862745,0.81372549,0,0.029411765,0.18627451,0,0,0.549019608,0.039215686,0.497097466,26.96078431,0.705882353,NA,13.79411765,102,102,2754.901961,-2.607843137,0.241615881,0.255933267,0.248946392,0.250955101,0.251686249,0.250737003,0.24887853,0.25530965,0,0.245098039,0,0,0,0.745098039,0.009803922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0,0,0,0,0.098039216,0,0,0,0,0,0.088235294,0.019607843,0,0,0,0,0,0,0,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18627451,0,0,0,0,0,0,0,0.009803922,0,0.009803922,0,0,0.019607843,0,0,0,0,0,0.058823529,0,0,0,0.029411765,0.029411765,0,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0.049019608,0,0.009803922,0.029411765,0,0,0.019607843,0,0,0,0,0.098039216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0.029411765,0.009803922,0,0,0,0,0,0,0,0,0.019607843,0.12745098,0.068627451,0.009803922,0.166666667,0.098039216,0.137254902,0.058823529,0.205882353,0,0.12745098,1
18909,161596.7241,1564.367816,1596.551724,0.011494253,0.057471264,0.931034483,0.022988506,0.08045977,0.011494253,0,0.011494253,0.356321839,0.011494253,0.209467371,28.82758621,0.75862069,NA,15.48275862,87,87,1564.367816,-1.287356322,0.242061628,0.25789339,0.26130426,0.268867296,0.253113314,0.252649023,0.249818782,0.260664555,0,0.988505747,0,0,0,0.011494253,0,0,0,0,0,0,0,0.988505747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011494253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022988506,0.057471264,0,0,0.24137931,0.034482759,0,0,0,0,0,0,0,0,0,0,0.057471264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344827586,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0.011494253,0,0,0,0,0,0,0.011494253,0,0,0,0.057471264,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022988506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022988506,0,0,0,0,0,0,0,0,0,0.022988506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022988506,0,0,0,0,0,0,0,0,0,0,0.126436782,0,0.034482759,0.057471264,0.08045977,0.137931034,0.022988506,0.448275862,0,0.091954023,1
18993,84548.05556,8283.333333,6781.944444,0.388888889,0,0.611111111,0.166666667,0,0,0.111111111,0,0.444444444,0.388888889,1.65276643,29,1,NA,10.5,18,18,8283.333333,0.777777778,0.244112063,0.267206965,0.320828387,0.319888853,0.259717257,0.265240393,0.254184941,0.313704912,0,0,0,0,0.055555556,0.944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0.888888889,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0.055555556,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0.055555556,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0.111111111,0.111111111,0.222222222,0.222222222,0,0.222222222,0,0,0
19000,126538.2619,4534.52381,4448.809524,0.214285714,0.095238095,0.69047619,0,0.023809524,0.047619048,0,0,0.452380952,0.095238095,0.498298041,26.52380952,0.928571429,NA,11.26190476,42,42,4534.523809,-2.166666667,0.243398868,0.263911725,0.302000572,0.295864425,0.257416513,0.259698172,0.252658637,0.28518067,0,0.69047619,0,0,0.30952381,0,0,0,0,0,0,0,0,0.69047619,0,0,0,0,0.30952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0.023809524,0,0,0.380952381,0.023809524,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0,0,0.023809524,0,0,0,0,0,0.023809524,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19047619,0,0.023809524,0.047619048,0.333333333,0.095238095,0.047619048,0.214285714,0,0.047619048,0
19021,155053.4488,3542.913386,4004.527559,0.047244094,0.039370079,0.913385827,0,0.007874016,0.047244094,0,0,0.362204724,0.039370079,0.345785809,28.11023622,0.897637795,NA,10.85826772,127,127,3542.913386,0.11023622,0.24087297,0.252716979,0.232610394,0.242564025,0.249322297,0.247839916,0.247318518,0.247929812,0,0,0,0,0.614173228,0.385826772,0,0,0,0,0,0,0,0,0,0,0.385826772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614173228,0,0,0.015748031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015748031,0,0.007874016,0.023622047,0,0,0.37007874,0.015748031,0,0,0,0,0,0,0,0,0,0,0.039370079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188976378,0,0,0,0,0,0,0,0,0,0.078740157,0,0,0,0,0,0,0,0,0.023622047,0,0,0,0,0.007874016,0,0,0,0,0,0.015748031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015748031,0,0,0,0,0,0,0,0.031496063,0,0,0.015748031,0,0,0,0,0.039370079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015748031,0,0,0,0,0,0,0,0,0,0.007874016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015748031,0,0,0,0,0,0,0,0,0,0.047244094,0.007874016,0,0,0,0,0,0,0,0,0,0.078740157,0.007874016,0,0.039370079,0.118110236,0.244094488,0.007874016,0.503937008,0,0,0
19027,18530.25,24437.5,10400,0.25,0,0.75,0,0,0,0,0,0.75,0.25,1.783333325,27.5,1,NA,4.75,4,4,24437.5,-49,0.244528093,0.26915691,0.329268537,0.337570481,0.261059665,0.270793858,0.255079049,0.364339606,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.25,0.25,0
19092,123630.0857,5544.285714,5417.857143,0.371428571,0.142857143,0.485714286,0.2,0.142857143,0.028571429,0,0.314285714,0.485714286,0.285714286,1.158912854,28.6,0.971428571,NA,10,35,35,5544.285714,1.8,0.243606883,0.264866658,0.30792557,0.302068728,0.25808741,0.261096445,0.253102967,0.291318516,0,0,0,0,0,0.857142857,0.142857143,0,0,0,0,0,0,0,0,0,0,0.342857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171428571,0,0,0,0,0,0,0,0,0,0,0,0.057142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285714,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0.028571429,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0.114285714,0,0,0,0,0,0,0,0,0,0.085714286,0,0,0,0,0,0,0,0,0,0,0.171428571,0,0,0,0.171428571,0.2,0.028571429,0.4,0,0.028571429,1
19135,114884.4286,928.5714286,1732.142857,0,0,1,0,0,0.571428571,0,0,0,0,-0.765749773,29,0.428571429,NA,14.71428571,7,7,928.5714286,4,0.244438944,0.268737338,0.327659996,0.333517172,0.260772004,0.26919478,0.254887221,0.345500167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.714285714,0,0,0.142857143,0,0,0
19137,159293.0909,1763.636364,2083.617424,0.03030303,0.090909091,0.878787879,0,0.011363636,0.007575758,0,0,0.287878788,0.003787879,-0.042162964,28.13636364,0.954545455,NA,11.5530303,264,264,1763.636364,0.34469697,0.236801816,0.236190614,0.215073985,0.225905922,0.236940969,0.235511256,0.238926653,0.223295078,0,0.731060606,0,0,0.268939394,0,0,0,0,0,0,0,0,0.731060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0.007575758,0,0,0.159090909,0.109848485,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223484848,0,0,0,0,0,0,0,0,0,0.011363636,0,0,0,0,0,0,0,0,0.007575758,0,0,0,0.007575758,0,0,0.003787879,0,0,0,0.015151515,0,0,0,0,0,0,0,0.037878788,0,0,0,0,0,0,0,0,0.003787879,0,0,0,0,0.018939394,0,0,0.011363636,0,0,0,0,0,0,0,0.049242424,0,0,0,0.015151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053030303,0,0,0,0,0,0,0,0,0,0.056818182,0,0,0,0,0,0.007575758,0,0.007575758,0,0,0,0,0,0.011363636,0,0,0,0,0,0,0,0,0,0.056818182,0.011363636,0,0,0,0,0,0,0,0,0,0.238636364,0,0.003787879,0.026515152,0.375,0.018939394,0.007575758,0.234848485,0,0.09469697,1
19195,116765.7895,5963.157895,6460.526316,0.052631579,0.052631579,0.894736842,0.052631579,0.105263158,0,0,0,0.315789474,0.052631579,1.026290196,29,1,NA,12.63157895,19,19,5963.157895,3.315789474,0.244082346,0.267068467,0.320141179,0.318774348,0.259621373,0.264952502,0.254121183,0.311884742,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0.157894737,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0.315789474,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0.631578947,0,0,0.315789474,0,0,0,0
19222,133886.7742,4543.548387,4195.967742,0.129032258,0,0.870967742,0.064516129,0.032258065,0,0,0,0.548387097,0.129032258,0.959689785,28.80645161,0.935483871,NA,11.83870968,31,31,4543.548387,2.258064516,0.243725749,0.265414615,0.311171945,0.306283742,0.258470854,0.261958981,0.253357182,0.295404124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0.129032258,0,0,0.161290323,0.096774194,0,0,0,0,0,0,0,0,0,0,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064516129,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0.096774194,0,0,0,0,0,0,0.032258065,0.032258065,0,0,0,0,0,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129032258,0,0.032258065,0.129032258,0.225806452,0.032258065,0,0.322580645,0,0.129032258,0
